Year,Elite,Comments
2006,1,7
2006,1,5
2006,1,21
2006,1,22
2006,1,2
2006,1,6
2006,1,3
2006,1,4
2006,1,2
2006,1,1
2006,1,7
2006,1,2
2006,1,2
2006,1,1
2006,1,10
2006,1,2
2006,1,1
2006,1,5
2006,1,1
2006,1,5
2006,1,3
2006,1,2
2006,1,1
2006,1,1
2006,1,1
2006,1,5
2006,1,1
2006,1,4
2006,1,4
2006,1,1
2006,1,2
2006,1,2
2006,1,1
2006,1,14
2006,1,1
2006,1,2
2006,1,12
2006,1,3
2006,1,2
2006,1,1
2006,1,15
2006,1,5
2006,1,3
2006,1,44
2006,1,3
2006,1,1
2006,1,1
2006,1,3
2006,1,1
2006,1,11
2006,1,1
2006,1,3
2006,1,2
2007,0,1
2007,0,1
2007,0,13
2007,0,1
2007,0,7
2007,0,5
2007,0,9
2007,0,8
2007,0,1
2007,0,1
2007,0,1
2007,0,6
2007,0,2
2007,0,2
2007,0,34
2007,0,4
2007,0,5
2007,0,7
2007,0,51
2007,0,16
2007,0,1
2007,0,4
2007,0,1
2007,0,1
2007,0,1
2007,0,1
2007,0,6
2007,0,1
2007,0,3
2007,0,6
2007,0,1
2007,0,7
2007,0,4
2007,0,1
2007,0,3
2007,0,1
2007,0,3
2007,0,5
2007,0,1
2007,0,4
2007,0,1
2007,0,1
2007,0,2
2007,0,1
2007,0,2
2007,0,5
2007,0,1
2007,0,47
2007,0,3
2007,0,4
2007,0,3
2007,0,6
2007,0,4
2007,0,4
2007,0,3
2007,0,1
2007,0,14
2007,0,4
2007,0,14
2007,0,1
2007,0,4
2007,0,2
2007,0,3
2007,0,2
2007,0,1
2007,0,1
2007,0,8
2007,0,4
2007,0,47
2007,0,5
2007,0,2
2007,0,1
2007,0,12
2007,0,1
2007,0,5
2007,0,1
2007,0,1
2007,0,1
2007,0,2
2007,0,7
2007,0,2
2007,0,1
2007,0,2
2007,0,85
2007,0,1
2007,0,1
2007,0,1
2007,0,1
2007,0,2
2007,0,1
2007,0,2
2007,0,2
2007,0,4
2007,0,70
2007,0,3
2007,0,2
2007,0,2
2007,0,7
2007,0,1
2007,0,3
2007,0,2
2007,0,1
2007,0,1
2007,0,5
2007,0,7
2007,0,3
2007,0,3
2007,0,4
2007,0,2
2007,0,4
2007,0,3
2007,0,9
2007,0,6
2007,0,1
2007,0,2
2007,0,1
2007,0,2
2007,0,1
2007,0,1
2007,0,18
2007,0,1
2007,0,1
2007,0,1
2007,0,8
2007,0,4
2007,0,4
2007,0,6
2007,0,14
2007,0,5
2007,0,10
2007,0,7
2007,0,9
2007,0,3
2007,0,1
2007,0,3
2007,0,5
2007,0,8
2007,0,3
2007,0,2
2007,0,2
2007,0,1
2007,0,2
2007,0,7
2007,0,1
2007,0,2
2007,0,2
2007,0,5
2007,0,12
2007,0,1
2007,0,7
2007,0,3
2007,0,4
2007,0,1
2007,0,4
2007,0,2
2007,0,90
2007,0,1
2007,0,1
2007,0,6
2007,0,15
2007,0,1
2007,0,2
2007,0,5
2007,0,2
2007,0,3
2007,0,3
2007,0,3
2007,0,1
2007,0,3
2007,0,46
2007,0,2
2007,0,20
2007,0,3
2007,0,187
2007,0,1
2007,0,2
2007,0,1
2007,0,7
2007,0,11
2007,0,4
2007,0,2
2007,0,2
2007,0,1
2007,0,3
2007,0,26
2007,0,24
2007,0,7
2007,0,8
2007,0,1
2007,0,20
2007,0,6
2007,0,2
2007,0,2
2007,0,1
2007,0,1
2007,0,6
2007,0,3
2007,0,1
2007,0,1
2007,0,4
2007,0,4
2007,0,9
2007,0,4
2007,0,1
2007,0,1
2007,0,5
2007,0,3
2007,0,1
2007,0,3
2007,0,3
2007,0,20
2007,0,3
2007,0,5
2007,0,2
2007,0,14
2007,0,3
2007,0,1
2007,0,3
2007,0,6
2007,0,1
2007,0,2
2007,0,54
2007,0,1
2007,0,8
2007,0,2
2007,0,3
2007,0,3
2007,0,3
2007,0,1
2007,0,1
2007,0,38
2007,0,1
2007,0,1
2007,0,1
2007,0,183
2007,0,2
2007,0,28
2007,0,5
2007,0,1
2007,0,14
2007,0,2
2007,0,2
2007,0,1
2007,0,10
2007,0,6
2007,0,1
2007,0,8
2007,0,1
2007,0,1
2007,0,7
2007,0,2
2007,0,16
2007,0,1
2007,0,1
2007,0,3
2007,0,1
2007,0,2
2007,0,2
2007,0,11
2007,0,3
2007,0,1
2007,0,1
2007,0,17
2007,0,6
2007,0,3
2007,0,5
2007,0,1
2007,0,1
2007,0,1
2007,0,3
2007,0,20
2007,0,1
2007,0,2
2007,0,5
2007,0,7
2007,0,3
2007,0,26
2007,0,3
2007,0,2
2007,0,3
2007,0,2
2007,0,107
2007,0,1
2007,0,5
2007,0,9
2007,0,2
2007,0,2
2007,0,7
2007,0,84
2007,0,2
2007,0,10
2007,0,1
2007,0,3
2007,0,1
2007,0,11
2007,0,1
2007,0,2
2007,0,29
2007,0,7
2007,0,4
2007,0,1
2007,0,1
2007,0,4
2007,0,1
2007,0,3
2007,0,1
2007,0,9
2007,0,1
2007,0,3
2007,0,1
2007,0,1
2007,0,2
2007,0,2
2007,0,23
2007,0,1
2007,0,5
2007,0,3
2007,0,3
2007,0,1
2007,0,12
2007,0,2
2007,0,4
2007,0,41
2007,0,3
2007,0,2
2007,0,1
2007,0,8
2007,0,2
2007,0,1
2007,0,2
2007,0,3
2007,0,4
2007,0,1
2007,0,3
2007,0,6
2007,0,1
2007,0,4
2007,0,2
2007,0,32
2007,0,5
2007,0,6
2007,0,1
2007,0,4
2007,0,1
2007,0,3
2007,0,1
2007,0,31
2007,0,6
2007,0,6
2007,0,3
2007,0,4
2007,0,5
2007,0,1
2007,0,1
2007,0,1
2007,0,2
2007,0,4
2007,0,9
2007,0,26
2007,0,9
2007,0,1
2007,0,30
2007,0,87
2007,0,8
2007,0,2
2007,0,2
2007,0,32
2007,0,22
2007,0,22
2007,0,3
2007,0,3
2007,0,1
2007,0,1
2007,0,2
2007,0,1
2007,0,4
2007,0,17
2007,0,1
2007,0,32
2007,0,4
2007,0,2
2007,0,9
2007,0,5
2007,0,13
2007,0,1
2007,0,4
2007,0,2
2007,0,2
2007,0,6
2007,0,5
2007,0,3
2007,0,7
2007,0,1
2007,0,1
2007,0,3
2007,0,1
2007,0,4
2007,0,14
2007,0,9
2007,0,3
2007,0,8
2007,0,6
2007,0,1
2007,0,14
2007,0,3
2007,0,1
2007,0,11
2007,0,5
2007,0,10
2007,0,22
2007,0,5
2007,0,1
2007,0,4
2007,0,1
2007,0,8
2007,0,3
2007,0,8
2007,0,6
2007,0,1
2007,0,2
2007,0,31
2007,0,8
2007,0,7
2007,0,3
2007,0,1
2007,0,7
2007,0,2
2007,0,5
2007,0,2
2007,0,7
2007,0,10
2007,0,3
2007,0,1
2007,0,2
2007,0,2
2007,0,1
2007,0,2
2007,0,4
2007,0,5
2007,0,2
2007,0,2
2007,0,1
2007,0,1
2007,0,1
2007,0,19
2007,0,1
2007,0,1
2007,0,1
2007,0,6
2007,0,2
2007,0,25
2007,0,1
2007,0,1
2007,0,5
2007,0,16
2007,0,1
2007,0,4
2007,0,2
2007,0,2
2007,0,6
2007,0,1
2007,0,1
2007,0,1
2007,0,11
2007,0,1
2007,0,18
2007,0,1
2007,0,3
2007,0,7
2007,0,1
2007,0,1
2007,0,1
2007,0,12
2007,0,8
2007,0,54
2007,0,6
2007,0,7
2007,0,4
2007,0,4
2007,0,2
2007,0,1
2007,0,3
2007,0,1
2007,0,6
2007,0,2
2007,0,2
2007,0,2
2007,0,124
2007,0,1
2007,0,12
2007,0,1
2007,0,1
2007,0,1
2007,0,1
2007,0,25
2007,0,17
2007,0,1
2007,0,1
2007,0,1
2007,0,2
2007,0,8
2007,0,3
2007,0,1
2007,0,2
2007,0,5
2007,0,6
2007,0,4
2007,0,1
2007,0,2
2007,0,18
2007,0,2
2007,0,1
2007,0,4
2007,0,7
2007,0,2
2007,0,1
2007,0,10
2007,0,1
2007,0,1
2007,0,1
2007,0,1
2007,0,3
2007,0,6
2007,0,2
2007,0,10
2007,0,9
2007,0,5
2007,0,4
2007,0,1
2007,0,2
2007,0,1
2007,0,3
2007,0,4
2007,0,1
2007,0,1
2007,0,4
2007,0,2
2007,0,2
2007,0,1
2007,0,2
2007,0,11
2007,0,5
2007,0,4
2007,0,3
2007,0,1
2007,0,4
2007,0,2
2007,0,62
2007,0,3
2007,0,1
2007,0,6
2007,0,1
2007,0,3
2007,0,1
2007,0,4
2007,0,3
2007,0,5
2007,0,2
2007,0,1
2007,0,1
2007,0,1
2007,0,9
2007,0,2
2007,0,8
2007,0,5
2007,0,8
2007,0,3
2007,0,4
2007,0,4
2007,0,3
2007,0,14
2007,0,3
2007,0,5
2007,0,5
2007,0,1
2007,0,2
2007,0,9
2007,0,1
2007,0,5
2007,0,4
2007,0,3
2007,0,16
2007,0,2
2007,0,1
2007,0,2
2007,0,3
2007,0,31
2007,0,11
2007,0,5
2007,0,10
2007,0,5
2007,0,4
2007,0,70
2007,0,56
2007,0,64
2007,0,2
2007,0,2
2007,0,1
2007,0,1
2007,0,2
2007,0,2
2007,0,1
2007,0,7
2007,1,2
2007,1,1
2007,1,6
2007,1,1
2007,1,2
2007,1,1
2007,1,1
2007,1,3
2007,1,13
2007,1,4
2007,1,3
2007,1,1
2007,1,1
2007,1,1
2007,1,4
2007,1,4
2007,1,8
2007,1,4
2007,1,3
2007,1,4
2007,1,1
2007,1,2
2007,1,2
2007,1,2
2007,1,5
2007,1,2
2007,1,1
2007,1,18
2007,1,19
2007,1,3
2007,1,1
2007,1,11
2007,1,9
2007,1,3
2007,1,1
2007,1,2
2007,1,4
2007,1,2
2007,1,2
2007,1,2
2007,1,1
2007,1,2
2007,1,2
2007,1,5
2007,1,4
2007,1,4
2007,1,26
2007,1,7
2007,1,1
2007,1,1
2007,1,2
2007,1,8
2007,1,1
2007,1,17
2007,1,1
2007,1,1
2007,1,3
2007,1,2
2007,1,13
2007,1,1
2007,1,9
2007,1,14
2007,1,3
2007,1,2
2007,1,1
2007,1,4
2007,1,2
2007,1,17
2007,1,3
2007,1,1
2007,1,12
2007,1,5
2007,1,1
2007,1,6
2007,1,1
2007,1,1
2007,1,3
2007,1,6
2007,1,1
2007,1,1
2007,1,3
2007,1,1
2007,1,5
2007,1,7
2007,1,3
2007,1,1
2007,1,1
2007,1,20
2007,1,2
2007,1,1
2007,1,4
2007,1,4
2007,1,18
2007,1,1
2007,1,5
2007,1,7
2007,1,22
2007,1,1
2007,1,2
2007,1,3
2007,1,12
2007,1,75
2007,1,1
2007,1,2
2007,1,1
2007,1,3
2007,1,11
2007,1,5
2007,1,9
2007,1,2
2007,1,53
2007,1,1
2007,1,1
2007,1,7
2007,1,7
2007,1,5
2007,1,3
2007,1,6
2007,1,2
2007,1,5
2007,1,1
2007,1,1
2007,1,3
2007,1,4
2007,1,1
2007,1,4
2007,1,8
2007,1,1
2007,1,1
2007,1,10
2007,1,4
2007,1,4
2007,1,4
2007,1,6
2007,1,3
2007,1,2
2007,1,9
2007,1,1
2007,1,1
2007,1,3
2007,1,4
2007,1,1
2007,1,6
2007,1,8
2007,1,4
2007,1,1
2007,1,1
2007,1,3
2007,1,5
2007,1,1
2007,1,2
2007,1,5
2007,1,2
2007,1,1
2007,1,4
2007,1,2
2007,1,68
2007,1,2
2007,1,1
2007,1,2
2007,1,9
2007,1,2
2007,1,2
2007,1,3
2007,1,7
2007,1,6
2007,1,9
2007,1,3
2007,1,1
2007,1,4
2007,1,4
2007,1,2
2007,1,22
2007,1,21
2007,1,9
2007,1,6
2007,1,12
2007,1,1
2007,1,3
2007,1,7
2007,1,1
2007,1,1
2007,1,1
2007,1,2
2007,1,4
2007,1,5
2007,1,4
2007,1,6
2007,1,3
2007,1,1
2007,1,3
2007,1,3
2007,1,5
2007,1,10
2007,1,5
2007,1,2
2007,1,1
2007,1,143
2007,1,4
2007,1,1
2007,1,1
2007,1,1
2007,1,7
2007,1,2
2007,1,8
2007,1,2
2007,1,5
2007,1,10
2007,1,2
2007,1,2
2007,1,1
2007,1,23
2007,1,7
2007,1,4
2007,1,1
2007,1,1
2007,1,1
2007,1,4
2007,1,3
2007,1,2
2007,1,2
2007,1,10
2007,1,1
2007,1,2
2007,1,2
2007,1,11
2007,1,3
2007,1,1
2007,1,9
2007,1,3
2007,1,13
2007,1,3
2007,1,3
2007,1,1
2007,1,1
2007,1,7
2007,1,5
2007,1,6
2007,1,6
2007,1,2
2007,1,8
2007,1,7
2007,1,12
2007,1,1
2007,1,2
2007,1,1
2007,1,1
2007,1,1
2007,1,8
2007,1,8
2007,1,5
2007,1,5
2007,1,5
2007,1,9
2007,1,9
2007,1,1
2007,1,5
2007,1,4
2007,1,41
2007,1,4
2007,1,3
2007,1,1
2007,1,3
2007,1,2
2007,1,4
2007,1,15
2007,1,2
2007,1,5
2007,1,2
2007,1,8
2007,1,5
2007,1,1
2007,1,4
2007,1,2
2007,1,7
2007,1,1
2007,1,2
2007,1,6
2007,1,2
2007,1,1
2007,1,4
2007,1,3
2007,1,4
2007,1,1
2007,1,36
2007,1,4
2007,1,1
2007,1,1
2007,1,2
2007,1,3
2007,1,13
2007,1,6
2007,1,4
2007,1,3
2007,1,3
2007,1,1
2007,1,1
2007,1,2
2007,1,6
2007,1,1
2007,1,2
2007,1,2
2007,1,2
2007,1,4
2007,1,56
2007,1,5
2007,1,11
2007,1,3
2007,1,1
2007,1,15
2007,1,1
2007,1,2
2007,1,3
2007,1,4
2007,1,1
2007,1,1
2007,1,2
2007,1,1
2007,1,6
2007,1,5
2007,1,1
2007,1,2
2007,1,1
2007,1,17
2007,1,1
2007,1,47
2007,1,52
2007,1,8
2007,1,18
2007,1,4
2007,1,1
2007,1,1
2007,1,4
2007,1,2
2007,1,5
2007,1,3
2007,1,3
2007,1,1
2007,1,3
2007,1,1
2007,1,10
2007,1,4
2007,1,20
2007,1,7
2007,1,1
2007,1,3
2007,1,4
2007,1,6
2007,1,4
2007,1,11
2007,1,4
2007,1,1
2007,1,1
2007,1,2
2007,1,36
2007,1,15
2007,1,2
2007,1,9
2007,1,7
2007,1,8
2007,1,1
2007,1,47
2007,1,65
2007,1,1
2007,1,2
2007,1,1
2007,1,8
2007,1,2
2007,1,1
2007,1,4
2007,1,1
2007,1,9
2007,1,6
2007,1,2
2007,1,1
2007,1,2
2007,1,8
2007,1,3
2007,1,13
2007,1,5
2007,1,5
2007,1,1
2007,1,1
2007,1,5
2007,1,1
2007,1,3
2007,1,3
2007,1,17
2007,1,1
2007,1,3
2007,1,2
2007,1,1
2007,1,5
2007,1,2
2007,1,2
2007,1,3
2007,1,2
2007,1,1
2007,1,6
2007,1,1
2007,1,2
2007,1,1
2007,1,9
2007,1,3
2007,1,2
2007,1,1
2007,1,5
2007,1,1
2007,1,1
2007,1,14
2007,1,5
2007,1,4
2007,1,4
2007,1,1
2007,1,2
2007,1,13
2007,1,17
2007,1,3
2007,1,1
2007,1,1
2007,1,2
2007,1,8
2007,1,12
2007,1,8
2007,1,11
2007,1,7
2007,1,3
2007,1,5
2007,1,4
2007,1,2
2007,1,2
2007,1,2
2007,1,4
2007,1,1
2007,1,6
2007,1,1
2007,1,4
2007,1,6
2007,1,1
2007,1,7
2007,1,1
2007,1,19
2007,1,2
2007,1,1
2007,1,2
2007,1,1
2007,1,4
2007,1,6
2007,1,3
2007,1,7
2007,1,7
2007,1,1
2007,1,7
2007,1,35
2007,1,1
2007,1,1
2007,1,3
2007,1,1
2007,1,1
2007,1,23
2007,1,4
2007,1,1
2007,1,6
2007,1,6
2007,1,1
2007,1,19
2007,1,2
2007,1,8
2007,1,5
2007,1,2
2007,1,10
2007,1,1
2007,1,14
2007,1,5
2007,1,3
2007,1,1
2007,1,3
2007,1,1
2007,1,1
2007,1,8
2007,1,1
2007,1,1
2007,1,1
2007,1,5
2007,1,5
2007,1,1
2007,1,2
2007,1,7
2007,1,3
2007,1,12
2007,1,2
2007,1,1
2007,1,1
2007,1,7
2007,1,1
2007,1,7
2007,1,5
2007,1,5
2007,1,4
2007,1,1
2007,1,7
2007,1,2
2007,1,2
2007,1,3
2007,1,56
2007,1,14
2007,1,3
2007,1,2
2007,1,4
2007,1,2
2007,1,1
2007,1,1
2007,1,1
2007,1,6
2007,1,1
2007,1,25
2007,1,1
2007,1,1
2007,1,2
2007,1,1
2007,1,1
2007,1,1
2007,1,2
2007,1,72
2007,1,1
2007,1,4
2007,1,3
2007,1,13
2007,1,3
2007,1,8
2007,1,1
2007,1,6
2007,1,13
2007,1,21
2007,1,2
2007,1,2
2007,1,8
2007,1,1
2007,1,3
2007,1,12
2007,1,2
2007,1,3
2007,1,1
2007,1,2
2007,1,1
2007,1,3
2007,1,4
2007,1,1
2007,1,1
2007,1,3
2007,1,3
2007,1,6
2007,1,3
2007,1,5
2007,1,2
2007,1,3
2007,1,5
2007,1,1
2007,1,5
2007,1,4
2007,1,1
2007,1,2
2007,1,26
2007,1,3
2007,1,1
2007,1,9
2007,1,1
2007,1,1
2007,1,1
2007,1,4
2007,1,5
2007,1,3
2007,1,12
2007,1,6
2007,1,1
2007,1,2
2007,1,3
2007,1,1
2007,1,3
2007,1,2
2007,1,34
2007,1,1
2007,1,5
2007,1,2
2007,1,1
2007,1,4
2007,1,8
2007,1,23
2007,1,1
2007,1,7
2007,1,5
2007,1,1
2007,1,8
2007,1,10
2007,1,12
2007,1,1
2007,1,4
2007,1,1
2007,1,2
2007,1,1
2007,1,5
2007,1,2
2007,1,1
2007,1,11
2007,1,9
2007,1,9
2007,1,4
2007,1,4
2007,1,1
2007,1,1
2007,1,3
2007,1,12
2007,1,3
2007,1,8
2007,1,1
2007,1,5
2007,1,3
2007,1,13
2007,1,1
2007,1,2
2007,1,1
2007,1,2
2007,1,3
2007,1,1
2007,1,5
2007,1,4
2007,1,1
2007,1,7
2007,1,1
2007,1,7
2007,1,12
2007,1,2
2007,1,8
2007,1,1
2007,1,4
2007,1,2
2007,1,8
2007,1,8
2007,1,2
2007,1,4
2007,1,1
2007,1,4
2007,1,2
2007,1,43
2007,1,2
2007,1,25
2007,1,2
2007,1,1
2007,1,3
2007,1,41
2007,1,5
2007,1,1
2007,1,1
2007,1,3
2007,1,7
2007,1,2
2007,1,2
2007,1,2
2007,1,2
2007,1,4
2007,1,2
2007,1,2
2007,1,4
2007,1,1
2007,1,1
2007,1,2
2007,1,11
2007,1,7
2007,1,19
2007,1,1
2007,1,1
2007,1,5
2007,1,3
2007,1,3
2007,1,1
2007,1,71
2007,1,6
2007,1,9
2007,1,4
2007,1,3
2007,1,1
2007,1,1
2007,1,18
2007,1,1
2007,1,2
2007,1,1
2007,1,12
2007,1,1
2007,1,6
2007,1,2
2007,1,3
2007,1,13
2007,1,7
2007,1,10
2007,1,1
2007,1,1
2007,1,7
2007,1,6
2007,1,5
2007,1,3
2007,1,2
2007,1,13
2007,1,7
2007,1,3
2007,1,6
2007,1,2
2007,1,3
2007,1,1
2007,1,13
2007,1,1
2007,1,11
2007,1,1
2007,1,3
2007,1,3
2007,1,5
2007,1,4
2007,1,6
2007,1,5
2007,1,2
2007,1,5
2007,1,1
2007,1,12
2007,1,1
2007,1,1
2007,1,3
2007,1,10
2007,1,7
2007,1,1
2007,1,1
2007,1,4
2007,1,11
2007,1,6
2007,1,7
2007,1,9
2007,1,2
2007,1,2
2007,1,1
2007,1,10
2007,1,7
2007,1,1
2007,1,32
2007,1,4
2007,1,20
2007,1,2
2007,1,2
2007,1,2
2007,1,1
2007,1,1
2007,1,3
2007,1,43
2007,1,4
2007,1,2
2007,1,11
2007,1,10
2007,1,10
2007,1,1
2007,1,2
2007,1,1
2007,1,37
2007,1,12
2007,1,4
2007,1,11
2007,1,1
2007,1,5
2007,1,3
